ORDER_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,ORDER_DATE,CUSTOMER_ORDER_NO,DELIVERY_INSTRUCTIONS,ORDER_STATUS
"""6808829""","""1602082""","""A-000276033""",23/12/2019,"""26941""",""" ""","""Completed"""
"""6808830""","""1602090""","""A-000276156""",24/12/2019,"""26955""",""" ""","""Completed"""
"""6808831""","""1602091""","""A-000276157""",24/12/2019,"""26957""",""" ""","""Completed"""
"""6808832""","""1602104""","""A-000276494""",27/12/2019,"""26987""",""" ""","""Completed"""
"""6808833""","""1602105""","""A-000276497""",27/12/2019,"""26989""",""" ""","""Completed"""
"""6808834""","""1602105""","""A-000276497""",27/12/2019,"""26990""",""" ""","""Completed"""
"""6665840""","""1599398""","""A-000243061""",04/09/2019,"""23531""",""" ""","""Completed"""
"""6808835""","""1602107""","""A-000276499""",27/12/2019,"""26996""",""" ""","""Completed"""
"""6808836""","""1602106""","""A-000276498""",27/12/2019,"""26997""",""" ""","""Completed"""
"""6808837""","""1602106""","""A-000276498""",27/12/2019,"""26999""",""" ""","""Completed"""
"""6808838""","""1602109""","""A-000276610""",28/12/2019,"""27045""",""" ""","""Completed"""
"""6808839""","""1602111""","""A-000276612""",28/12/2019,"""27069""",""" ""","""Completed"""
"""6808840""","""1602119""","""A-000276732""",29/12/2019,"""27088""",""" ""","""Completed"""
"""6808841""","""1602121""","""A-000276734""",29/12/2019,"""27094""",""" ""","""Completed"""
"""6808842""","""1602124""","""A-000276737""",29/12/2019,"""27100""",""" ""","""Completed"""
"""6808843""","""1602125""","""A-000276738""",29/12/2019,"""27125""",""" ""","""Completed"""
"""6808844""","""1602141""","""A-000276866""",30/12/2019,"""27150""",""" ""","""Completed"""
"""6808845""","""1602141""","""A-000276866""",30/12/2019,"""27152""",""" ""","""Completed"""
"""6808846""","""1602143""","""A-000276867""",30/12/2019,"""27155""",""" ""","""Completed"""
"""6808847""","""1602155""","""A-000276995""",30/12/2019,"""27168""",""" ""","""Completed"""
"""6808848""","""1602156""","""A-000276996""",30/12/2019,"""27169""",""" ""","""Completed"""
"""6808849""","""1602157""","""A-000276997""",30/12/2019,"""27170""",""" ""","""Completed"""
"""6808850""","""1602175""","""A-000277143""",31/12/2019,"""27189""",""" ""","""Completed"""
"""6808851""","""1602175""","""A-000277143""",31/12/2019,"""27190""",""" ""","""Completed"""
"""6808852""","""1602186""","""A-000277375""",02/01/2020,"""27231""",""" ""","""Completed"""
"""6808853""","""1602187""","""A-000277377""",02/01/2020,"""27232""",""" ""","""Completed"""
"""6808854""","""1602192""","""A-000277379""",02/01/2020,"""27234""",""" ""","""Completed"""
"""6808855""","""1602193""","""A-000277380""",02/01/2020,"""27236""",""" ""","""Completed"""
"""6808856""","""1602200""","""A-000277388""",02/01/2020,"""27245""",""" ""","""Completed"""
"""6808857""","""1602205""","""A-000277392""",02/01/2020,"""27274""",""" ""","""Completed"""
"""6808858""","""1602207""","""A-000277395""",02/01/2020,"""27289""",""" ""","""Completed"""
"""6808859""","""1602216""","""A-000277626""",04/01/2020,"""27348""",""" ""","""Completed"""
"""6808860""","""1602046""","""A-000276031""",23/12/2019,"""26911""",""" ""","""Completed"""
"""6808861""","""1602082""","""A-000276033""",23/12/2019,"""26942""",""" ""","""Completed"""
"""6808863""","""1602113""","""A-000276614""",28/12/2019,"""27081""",""" ""","""Completed"""
"""6808864""","""1602113""","""A-000276614""",28/12/2019,"""27082""",""" ""","""Completed"""
"""6832151""","""1577171""","""A-000155456""",18/02/2020,"""Feb 2020 pack""",""" ""","""Completed"""
"""6818421""","""1599412""","""A-000243189""",24/02/2020,"""Fires want to cancel pack""",""" ""","""Completed"""
"""6775976""","""1597165""","""A-000232364""",14/12/2019,"""26425""",""" ""","""Completed"""
"""6648526""","""1598993""","""A-000238353""",16/08/2019,"""23004""",""" ""","""Completed"""
"""6648529""","""1598994""","""A-000238354""",16/08/2019,"""23006""",""" ""","""Completed"""
"""6808865""","""1602120""","""A-000276733""",29/12/2019,"""27091""",""" ""","""Completed"""
"""6808866""","""1602122""","""A-000276735""",29/12/2019,"""27100""",""" ""","""Completed"""
"""6808867""","""1602123""","""A-000276736""",29/12/2019,"""27102""",""" ""","""Completed"""
"""6808868""","""1602144""","""A-000276991""",30/12/2019,"""27163""",""" ""","""Completed"""
"""6808869""","""1602145""","""A-000276992""",30/12/2019,"""27166""",""" ""","""Completed"""
"""6808870""","""1602159""","""A-000276999""",30/12/2019,"""27177""",""" ""","""Completed"""
"""6808871""","""1602177""","""A-000277145""",31/12/2019,"""27195""",""" ""","""Completed"""
"""6808872""","""1602177""","""A-000277145""",31/12/2019,"""27196""",""" ""","""Completed"""
"""6808873""","""1602191""","""A-000277378""",02/01/2020,"""27233""",""" ""","""Completed"""
"""6808874""","""1602197""","""A-000277383""",02/01/2020,"""27245""",""" ""","""Completed"""
"""6808875""","""1602197""","""A-000277383""",02/01/2020,"""27247""",""" ""","""Completed"""
"""6808876""","""1602197""","""A-000277383""",02/01/2020,"""27248""",""" ""","""Completed"""
"""6808877""","""1602197""","""A-000277383""",02/01/2020,"""27249""",""" ""","""Completed"""
"""6808878""","""1602206""","""A-000277394""",02/01/2020,"""27280""",""" ""","""Completed"""
"""6808879""","""1602213""","""A-000277518""",03/01/2020,"""27311""",""" ""","""Completed"""
"""6808880""","""1602214""","""A-000277519""",03/01/2020,"""27329""",""" ""","""Completed"""
"""6808881""","""1602220""","""A-000277628""",04/01/2020,"""27353""",""" ""","""Completed"""
"""6808882""","""1602222""","""A-000277629""",04/01/2020,"""27359""",""" ""","""Completed"""
"""6808883""","""1602222""","""A-000277629""",04/01/2020,"""27360""",""" ""","""Completed"""
"""6808884""","""1602223""","""A-000277630""",04/01/2020,"""27363""",""" ""","""Completed"""
"""6808885""","""1602228""","""A-000277745""",05/01/2020,"""27401""",""" ""","""Completed"""
"""6808886""","""1602229""","""A-000277746""",05/01/2020,"""27403""",""" ""","""Completed"""
"""6808887""","""1602319""","""A-000278483""",08/01/2020,"""27496""",""" ""","""Completed"""
"""6808888""","""1602488""","""A-000280041""",16/01/2020,"""27724""",""" ""","""Completed"""
"""6808889""","""1602110""","""A-000276611""",28/12/2019,"""27048""",""" ""","""Completed"""
"""6808890""","""1602126""","""A-000276739""",29/12/2019,"""27141""",""" ""","""Completed"""
"""6808891""","""1602140""","""A-000276865""",30/12/2019,"""27151""",""" ""","""Completed"""
"""6808892""","""1602178""","""A-000277146""",31/12/2019,"""27220""",""" ""","""Completed"""
"""6808893""","""1602195""","""A-000277382""",02/01/2020,"""27239""",""" ""","""Completed"""
"""6808894""","""1602194""","""A-000277381""",02/01/2020,"""27240""",""" ""","""Completed"""
"""6808895""","""1602202""","""A-000277389""",02/01/2020,"""27255""",""" ""","""Completed"""
"""6839634""","""1603363""","""A-000286205""",26/02/2020,"""28622""",""" ""","""Completed"""
"""6776004""","""1601863""","""A-000273861""",15/12/2019,"""26456""",""" ""","""Completed"""
"""6776016""","""1591806""","""A-000201626""",15/12/2019,"""26467""",""" ""","""Completed"""
"""6776017""","""1601867""","""A-000273862""",15/12/2019,"""26466""",""" ""","""Completed"""
"""6808896""","""1602204""","""A-000277391""",02/01/2020,"""27273""",""" ""","""Completed"""
"""6808897""","""1602224""","""A-000277631""",04/01/2020,"""27376""",""" ""","""Completed"""
"""6808898""","""1602224""","""A-000277631""",04/01/2020,"""27377""",""" ""","""Completed"""
"""6808899""","""1602226""","""A-000277743""",05/01/2020,"""27393""",""" ""","""Completed"""
"""6808900""","""1602227""","""A-000277744""",05/01/2020,"""27398""",""" ""","""Completed"""
"""6808901""","""1602204""","""A-000277391""",05/01/2020,"""27407""",""" ""","""Completed"""
"""6808902""","""1602230""","""A-000277747""",05/01/2020,"""27415""",""" ""","""Completed"""
"""6808903""","""1602230""","""A-000277747""",05/01/2020,"""27416""",""" ""","""Completed"""
"""6808904""","""1602230""","""A-000277747""",05/01/2020,"""27417""",""" ""","""Completed"""
"""6808905""","""1602230""","""A-000277747""",05/01/2020,"""27418""",""" ""","""Completed"""
"""6808906""","""1602319""","""A-000278483""",08/01/2020,"""27493""",""" ""","""Completed"""
"""6808907""","""1602327""","""A-000278488""",08/01/2020,"""27505""",""" ""","""Completed"""
"""6808908""","""1602371""","""A-000278847""",11/01/2020,"""27559""",""" ""","""Completed"""
"""6808909""","""1602371""","""A-000278847""",11/01/2020,"""27560""",""" ""","""Completed"""
"""6808910""","""1602374""","""A-000278850""",11/01/2020,"""27577""",""" ""","""Completed"""
"""6808911""","""1602376""","""A-000278851""",11/01/2020,"""27586""",""" ""","""Completed"""
"""6808912""","""1602379""","""A-000278854""",11/01/2020,"""27601""",""" ""","""Completed"""
"""6808913""","""1602476""","""A-000280033""",16/01/2020,"""27698""",""" ""","""Completed"""
"""6808914""","""1602480""","""A-000280036""",16/01/2020,"""27704""",""" ""","""Completed"""
"""6808915""","""1602510""","""A-000280160""",17/01/2020,"""27744""",""" ""","""Completed"""
"""6808917""","""1602217""","""A-000277627""",04/01/2020,"""27350""",""" ""","""Completed"""
"""6808918""","""1602300""","""A-000278357""",07/01/2020,"""27468""",""" ""","""Completed"""
"""6808919""","""1602301""","""A-000278358""",07/01/2020,"""27470""",""" ""","""Completed"""
"""6808920""","""1602303""","""A-000278360""",07/01/2020,"""27474""",""" ""","""Completed"""
"""6808923""","""1602311""","""A-000278475""",08/01/2020,"""27481""",""" ""","""Completed"""
"""6808924""","""1602313""","""A-000278477""",08/01/2020,"""27483""",""" ""","""Completed"""
"""6808925""","""1602313""","""A-000278477""",08/01/2020,"""27484""",""" ""","""Completed"""
"""6810570""","""1569274""","""A-000133380""",23/01/2020,"""27879""",""" ""","""Completed"""
"""6764797""","""1601601""","""A-000272056""",04/12/2019,"""26172""",""" ""","""Completed"""
"""6808926""","""1602314""","""A-000278478""",08/01/2020,"""27485""",""" ""","""Completed"""
"""6808927""","""1602316""","""A-000278480""",08/01/2020,"""27486""",""" ""","""Completed"""
"""6808928""","""1602316""","""A-000278480""",08/01/2020,"""27487""",""" ""","""Completed"""
"""6808929""","""1602316""","""A-000278480""",08/01/2020,"""27488""",""" ""","""Completed"""
"""6808930""","""1602318""","""A-000278482""",08/01/2020,"""27490""",""" ""","""Completed"""
"""6808931""","""1602321""","""A-000278484""",08/01/2020,"""27499""",""" ""","""Completed"""
"""6808932""","""1602324""","""A-000278485""",08/01/2020,"""27500""",""" ""","""Completed"""
"""6808933""","""1602326""","""A-000278486""",08/01/2020,"""27504""",""" ""","""Completed"""
"""6808934""","""1602328""","""A-000278489""",08/01/2020,"""27506""",""" ""","""Completed"""
"""6808935""","""1602378""","""A-000278853""",11/01/2020,"""27599""",""" ""","""Completed"""
"""6808936""","""1602382""","""A-000278970""",12/01/2020,"""27621""",""" ""","""Completed"""
"""6808938""","""1602408""","""A-000279085""",13/01/2020,"""27647""",""" ""","""Completed"""
"""6808939""","""1602477""","""A-000280034""",16/01/2020,"""27701""",""" ""","""Completed"""
"""6808940""","""1602485""","""A-000280040""",16/01/2020,"""27721""",""" ""","""Completed"""
"""6808941""","""1602546""","""A-000280280""",18/01/2020,"""27760""",""" ""","""Completed"""
"""6808942""","""1602548""","""A-000280282""",18/01/2020,"""27792""",""" ""","""Completed"""
"""6808943""","""1602549""","""A-000280283""",18/01/2020,"""27793""",""" ""","""Completed"""
"""6808944""","""1602544""","""A-000280162""",17/01/2020,"""27752""",""" ""","""Completed"""
"""6808945""","""1602035""","""A-000275919""",22/12/2019,"""26879""",""" ""","""Completed"""
"""6808946""","""1601944""","""A-000274590""",17/12/2019,"""26519""",""" ""","""Completed"""
"""6808947""","""1602004""","""A-000274988""",19/12/2019,"""26832""",""" ""","""Completed"""
"""6808948""","""1602007""","""A-000274989""",19/12/2019,"""26834""",""" ""","""Completed"""
"""6808949""","""1602029""","""A-000275802""",21/12/2019,"""26854""",""" ""","""Completed"""
"""6808950""","""1602031""","""A-000275804""",21/12/2019,"""26867""",""" ""","""Completed"""
"""6808951""","""1602034""","""A-000275918""",22/12/2019,"""26878""",""" ""","""Completed"""
"""6680955""","""1599765""","""A-000244176""",23/09/2019,"""24000""",""" ""","""Completed"""
"""6832216""","""1603177""","""A-000285144""",18/02/2020,"""28467""",""" ""","""Completed"""
"""6759443""","""1601448""","""A-000271123""",30/11/2019,"""26055""",""" ""","""Completed"""
"""6759447""","""1601449""","""A-000271124""",30/11/2019,"""26056""",""" ""","""Completed"""
"""6788079""","""1599726""","""A-000244146""",29/12/2019,"""27089""",""" ""","""Completed"""
"""6764830""","""1595787""","""A-000227188""",04/12/2019,"""""","""Deliver to cellar door for onforwarding""","""Completed"""
"""6813896""","""1601153""","""A-000267153""",28/12/2019,"""27084""",""" ""","""Completed"""
"""6841184""","""1578985""","""A-000166744""",28/02/2020,"""28660""",""" ""","""Completed"""
"""6839670""","""1587906""","""A-000178199""",26/02/2020,"""28625""",""" ""","""Completed"""
"""6759452""","""1601450""","""A-000271125""",30/11/2019,"""26060""",""" ""","""Completed"""
"""6759461""","""1601458""","""A-000271130""",30/11/2019,"""26073""",""" ""","""Completed"""
"""6759465""","""1579716""","""A-000172284""",30/11/2019,"""26070""",""" ""","""Completed"""
"""6792583""","""1591508""","""A-000200032""",02/01/2020,"""27272""",""" ""","""Completed"""
"""6670509""","""1599530""","""A-000243261""",10/09/2019,"""23676""",""" ""","""Completed"""
"""6670510""","""1599532""","""A-000243263""",10/09/2019,"""23680""",""" ""","""Completed"""
"""6808982""","""1602629""","""A-000281011""",21/01/2020,"""27847""",""" ""","""Cancelled"""
"""6840617""","""1603384""","""A-000286294""",27/02/2020,"""28640""",""" ""","""Completed"""
"""6759478""","""1601459""","""A-000271134""",30/11/2019,"""26085""",""" ""","""Completed"""
"""6670584""","""1599535""","""A-000243264""",10/09/2019,"""23685""",""" ""","""Completed"""
"""6654440""","""1599139""","""A-000238642""",22/08/2019,"""23208""",""" ""","""Completed"""
"""6830042""","""1569790""","""A-000137325""",17/02/2020,"""""","""Leave at concierge or leave a calling card to collect at PO""","""Completed"""
"""6834235""","""1596738""","""A-000230020""",20/02/2020,"""28500""",""" ""","""Completed"""
"""6838371""","""1603329""","""A-000286096""",25/02/2020,"""28599""",""" ""","""Completed"""
"""6650303""","""1599039""","""A-000238378""",19/08/2019,"""23128""",""" ""","""Completed"""
"""6734216""","""1600790""","""A-000262350""",05/11/2019,"""25363""",""" ""","""Completed"""
"""6734217""","""1600791""","""A-000262351""",05/11/2019,"""25364""",""" ""","""Completed"""
"""6734218""","""1600699""","""A-000261209""",01/11/2019,"""25188""",""" ""","""Completed"""
"""6734219""","""1600711""","""A-000261227""",01/11/2019,"""25207""",""" ""","""Completed"""
"""6734220""","""1600710""","""A-000261226""",01/11/2019,"""25208""",""" ""","""Completed/Cancelled"""
"""6734221""","""1600789""","""A-000262268""",05/11/2019,"""25362""",""" ""","""Completed"""
"""6834264""","""1596738""","""A-000230020""",20/02/2020,"""28504""",""" ""","""Completed"""
"""6883649""","""1585229""","""A-000174050""",14/05/2020,"""2005-U8XT-O""",""" ""","""Completed"""
"""6888326""","""1606243""","""A-000302966""",25/05/2020,"""""","""TEST ORDER ""","""Cancelled"""
"""6886948""","""1590932""","""A-000194404""",21/05/2020,"""2005-AR2E-O""",""" ""","""Completed"""
"""6866234""","""1604267""","""A-000291594""",03/04/2020,"""2004-E84V-O""",""" ""","""Completed/Cancelled"""
"""6884022""","""1603719""","""A-000288097""",17/05/2020,"""2005-GHE8-O""",""" ""","""Completed"""
"""6886950""","""1597336""","""A-000232590""",21/05/2020,"""2005-2ZRG-O""",""" ""","""Completed"""
"""6886955""","""1569303""","""A-000133866""",21/05/2020,"""2005-6C5S-O""",""" ""","""Completed"""
"""6887296""","""1606211""","""A-000302812""",23/05/2020,"""2005-JFTE-O""",""" ""","""Completed"""
"""6843470""","""1603435""","""A-000286633""",02/03/2020,"""28768""",""" ""","""Completed"""
"""6843473""","""1603436""","""A-000286636""",02/03/2020,"""28769""",""" ""","""Completed"""
"""6895957""","""1606438""","""A-000303526""",08/06/2020,"""2006-XZDK-O""",""" ""","""Completed"""
"""6869378""","""1604542""","""A-000292755""",13/04/2020,"""2004-GPSK-O""",""" ""","""Completed"""
"""6862249""","""1589870""","""A-000186368""",26/03/2020,"""2003-7VSN-O""",""" ""","""Completed"""
"""6862250""","""1568644""","""A-000132132""",26/03/2020,"""2003-2SZM-O""",""" ""","""Completed"""
"""6862251""","""1603234""","""A-000285831""",26/03/2020,"""2003-K9X5-O""",""" ""","""Completed"""
"""6880886""","""1605783""","""A-000300729""",09/05/2020,"""2005-8MCA-O""",""" ""","""Completed"""
"""6883614""","""1601478""","""A-000271387""",14/05/2020,"""2005-X3PB-O""",""" ""","""Completed"""
"""6857474""","""1569383""","""A-000134057""",17/03/2020,"""2003-CL9J-O""",""" ""","""Completed"""
"""6847131""","""1603542""","""A-000286919""",05/03/2020,"""28824""",""" ""","""Completed"""
"""6883939""","""1573636""","""A-000148516""",16/05/2020,"""2005-U6FW-O""",""" ""","""Completed"""
"""6847221""","""1576270""","""A-000152666""",05/03/2020,"""28829""",""" ""","""Completed"""
"""6858347""","""1587680""","""A-000177784""",18/03/2020,"""2003-ARQ5-O""",""" ""","""Completed"""
"""6858348""","""1599325""","""A-000242923""",18/03/2020,"""2003-3YJ6-O""",""" ""","""Completed"""
"""6859317""","""1596572""","""A-000229560""",20/03/2020,"""2003-VY2V-O""",""" ""","""Completed/Cancelled"""
"""6847979""","""1603578""","""A-000287354""",06/03/2020,"""28870""",""" ""","""Completed/Cancelled"""
