ORDER_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,ORDER_DATE,CUSTOMER_ORDER_NO,DELIVERY_INSTRUCTIONS,ORDER_STATUS
"""6473946""","""1578775""","""A-000165388""",01/02/2019,"""1810-ZJ8H-S""",""" ""","""Completed"""
"""6473948""","""1578758""","""A-000165042""",01/02/2019,"""1810-WDBX-S""",""" ""","""Completed"""
"""6473949""","""1578668""","""A-000164163""",01/02/2019,"""1810-UHYQ-S""",""" ""","""Completed"""
"""6473950""","""1578659""","""A-000164154""",01/02/2019,"""1810-K5QR-S""",""" ""","""Completed"""
"""6473951""","""1578465""","""A-000161065""",01/02/2019,"""1810-VAXA-S""",""" ""","""Completed"""
"""6473952""","""1568546""","""A-000132032""",01/02/2019,"""1810-PDZ4-S""",""" ""","""Completed"""
"""6469166""","""1593486""","""A-000214838""",27/01/2019,"""17170""",""" ""","""Completed"""
"""6469169""","""1593484""","""A-000214836""",27/01/2019,"""17160""",""" ""","""Completed"""
"""6469333""","""1593488""","""A-000214840""",28/01/2019,"""17187""",""" ""","""Completed"""
"""6473953""","""1578456""","""A-000160717""",01/02/2019,"""1810-33T3-S""",""" ""","""Completed"""
"""6473954""","""1568789""","""A-000132235""",01/02/2019,"""1810-JXQM-S""",""" ""","""Completed"""
"""6473955""","""1578447""","""A-000160714""",01/02/2019,"""1810-3JBT-S""",""" ""","""Completed"""
"""6473956""","""1578446""","""A-000160713""",01/02/2019,"""1810-3BVN-S""",""" ""","""Completed"""
"""6473957""","""1578414""","""A-000160355""",01/02/2019,"""1810-TAT9-S""",""" ""","""Completed"""
"""6473958""","""1577284""","""A-000156059""",01/02/2019,"""1810-SD69-S""",""" ""","""Completed"""
"""6473959""","""1576267""","""A-000152664""",01/02/2019,"""1810-JW5K-S""",""" ""","""Completed"""
"""6473960""","""1573658""","""A-000148522""",01/02/2019,"""1810-EW5D-S""",""" ""","""Completed"""
"""6473961""","""1576012""","""A-000149883""",01/02/2019,"""1810-D4TP-S""",""" ""","""Completed"""
"""6473962""","""1575677""","""A-000149840""",01/02/2019,"""1810-FNQW-S""",""" ""","""Completed"""
"""6473963""","""1575613""","""A-000149803""",01/02/2019,"""1810-EA2L-S""",""" ""","""Completed"""
"""6473964""","""1574706""","""A-000149459""",01/02/2019,"""1810-N9QG-S""",""" ""","""Completed"""
"""6473965""","""1572921""","""A-000147832""",01/02/2019,"""1810-A74Q-S""",""" ""","""Completed"""
"""6473966""","""1573493""","""A-000148127""",01/02/2019,"""1810-XWYN-S""",""" ""","""Completed"""
"""6473968""","""1572169""","""A-000147796""",01/02/2019,"""1810-9YSX-S""",""" ""","""Completed"""
"""6473969""","""1571723""","""A-000144332""",01/02/2019,"""1810-6MVX-S""",""" ""","""Completed"""
"""6473970""","""1570744""","""A-000140831""",01/02/2019,"""1810-NME3-S""",""" ""","""Completed"""
"""6473971""","""1569656""","""A-000136933""",01/02/2019,"""1810-B28P-S""",""" ""","""Completed"""
"""6473972""","""1570219""","""A-000138630""",01/02/2019,"""1810-W42R-S""",""" ""","""Completed"""
"""6473974""","""1569324""","""A-000133884""",01/02/2019,"""1810-D62U-S""",""" ""","""Completed"""
"""6473975""","""1569303""","""A-000133866""",01/02/2019,"""1810-CAWR-S""",""" ""","""Completed"""
"""6473976""","""1569249""","""A-000133267""",01/02/2019,"""1810-65X6-S""",""" ""","""Completed"""
"""6473977""","""1568688""","""A-000132168""",01/02/2019,"""1810-TPXA-S""",""" ""","""Completed"""
"""6473978""","""1568549""","""A-000132035""",01/02/2019,"""1810-NXAU-S""",""" ""","""Completed"""
"""6473980""","""1568633""","""A-000132121""",01/02/2019,"""1810-UCJB-S""",""" ""","""Completed"""
"""6473981""","""1568419""","""A-000131909""",01/02/2019,"""1810-J8RE-S""",""" ""","""Completed"""
"""6477879""","""1593751""","""A-000217469""",05/02/2019,"""17350""",""" ""","""Completed"""
"""6480490""","""1569797""","""A-000137332""",08/02/2019,"""17417""",""" ""","""Completed"""
"""6476221""","""1593641""","""A-000217024""",04/02/2019,"""17327""",""" ""","""Completed"""
"""6473982""","""1571951""","""A-000147751""",01/02/2019,"""1810-X79J-S""",""" ""","""Completed"""
"""6473983""","""1591366""","""A-000199171""",01/02/2019,"""1811-H4ZV-S""",""" ""","""Completed"""
"""6473985""","""1591451""","""A-000199641""",01/02/2019,"""1811-UF4X-S""",""" ""","""Completed"""
"""6473986""","""1591509""","""A-000200033""",01/02/2019,"""1811-5KWG-S""",""" ""","""Completed"""
"""6473988""","""1591474""","""A-000200045""",01/02/2019,"""1811-ATTN-S""",""" ""","""Completed"""
"""6473989""","""1591832""","""A-000202005""",01/02/2019,"""1811-7YJJ-S""",""" ""","""Completed"""
"""6473991""","""1591927""","""A-000203198""",01/02/2019,"""1812-8338-S""",""" ""","""Completed"""
"""6473992""","""1592104""","""A-000205789""",01/02/2019,"""1812-GXMU-S""",""" ""","""Completed"""
"""6473995""","""1592179""","""A-000206117""",01/02/2019,"""1812-GTTH-S""",""" ""","""Completed"""
"""6473996""","""1592882""","""A-000211505""",01/02/2019,"""1901-SD3T-S""",""" ""","""Completed"""
"""6473997""","""1592919""","""A-000211537""",01/02/2019,"""1901-9QQZ-S""",""" ""","""Completed"""
"""6473998""","""1593032""","""A-000211895""",01/02/2019,"""1901-HP8T-S""",""" ""","""Completed"""
"""6473999""","""1593114""","""A-000212254""",01/02/2019,"""1901-SBUZ-S""",""" ""","""Completed"""
"""6474000""","""1593113""","""A-000212253""",01/02/2019,"""1901-65AN-S""",""" ""","""Completed"""
"""6474002""","""1569434""","""A-000134660""",01/02/2019,"""1901-RYJH-S""",""" ""","""Completed"""
"""6474004""","""1593240""","""A-000212763""",01/02/2019,"""1901-LLDQ-S""",""" ""","""Completed"""
"""6474005""","""1593480""","""A-000214833""",01/02/2019,"""1901-JXHJ-S""",""" ""","""Completed"""
"""6474006""","""1593484""","""A-000214836""",01/02/2019,"""1901-7JHB-S""",""" ""","""Completed"""
"""6474008""","""1572137""","""A-000147785""",01/02/2019,"""1901-6EQU-S""",""" ""","""Completed"""
"""6477298""","""1576995""","""A-000153209""",05/02/2019,"""1812-R96W-S""",""" ""","""Completed"""
"""6478487""","""1578464""","""A-000161064""",06/02/2019,"""1810-2LBX-S""",""" ""","""Completed"""
"""6480552""","""1593849""","""A-000218384""",08/02/2019,"""1902-XQWE-O""",""" ""","""Completed"""
"""6480983""","""1593850""","""A-000218385""",09/02/2019,"""17423""",""" ""","""Completed"""
"""6480994""","""1593851""","""A-000218386""",09/02/2019,"""17434""",""" ""","""Completed"""
"""6481001""","""1593852""","""A-000218387""",09/02/2019,"""17442""",""" ""","""Completed"""
"""6481003""","""1593853""","""A-000218388""",09/02/2019,"""17440""",""" ""","""Completed"""
"""6481004""","""1593854""","""A-000218389""",09/02/2019,"""17441""",""" ""","""Completed"""
"""6479335""","""1592882""","""A-000211505""",06/02/2019,"""17368""",""" ""","""Completed"""
"""6481018""","""1593866""","""A-000218391""",10/02/2019,"""17457""",""" ""","""Completed"""
"""6481020""","""1593868""","""A-000218393""",10/02/2019,"""17463""",""" ""","""Completed"""
"""6481022""","""1593867""","""A-000218392""",10/02/2019,"""17462""",""" ""","""Completed"""
"""6481037""","""1593869""","""A-000218394""",10/02/2019,"""17479""",""" ""","""Completed"""
"""6481039""","""1593870""","""A-000218395""",10/02/2019,"""17478""",""" ""","""Completed"""
"""6481041""","""1593872""","""A-000218397""",10/02/2019,"""17482""",""" ""","""Completed"""
"""6478595""","""1593766""","""A-000217631""",06/02/2019,"""17356""",""" ""","""Completed"""
"""6478596""","""1593766""","""A-000217631""",06/02/2019,"""17357""",""" ""","""Completed"""
"""6479888""","""1570735""","""A-000140818""",07/02/2019,"""17397""",""" ""","""Completed"""
"""6479561""","""1593193""","""A-000212584""",07/02/2019,"""16904""",""" ""","""Completed"""
"""6479583""","""1593791""","""A-000217801""",07/02/2019,"""17370""",""" ""","""Completed"""
"""6487072""","""1594079""","""A-000220476""",15/02/2019,"""17610""",""" ""","""Completed"""
"""6487118""","""1594080""","""A-000220477""",15/02/2019,"""17611""",""" ""","""Completed"""
"""6487119""","""1594080""","""A-000220477""",15/02/2019,"""17612""",""" ""","""Completed"""
"""6487122""","""1594082""","""A-000220479""",15/02/2019,"""17614""",""" ""","""Completed"""
"""6487123""","""1594083""","""A-000220480""",15/02/2019,"""17615""",""" ""","""Completed"""
"""6490550""","""1594183""","""A-000220672""",19/02/2019,"""17702""",""" ""","""Completed"""
"""6482693""","""1593929""","""A-000218624""",11/02/2019,"""17506""",""" ""","""Completed"""
"""6482279""","""1593878""","""A-000218399""",11/02/2019,"""17493""",""" ""","""Completed"""
"""6482280""","""1593878""","""A-000218399""",11/02/2019,"""17492""",""" ""","""Completed"""
"""6433506""","""1592419""","""A-000208541""",14/02/2019,"""15828 Wrong pricing""",""" ""","""Completed"""
"""6483286""","""1593206""","""A-000212747""",12/02/2019,"""16910 Not charged""",""" ""","""Completed"""
"""6485964""","""1594043""","""A-000220453""",14/02/2019,"""17551""",""" ""","""Completed"""
"""6485965""","""1594043""","""A-000220453""",14/02/2019,"""17552""",""" ""","""Completed"""
"""6486063""","""1594043""","""A-000220453""",14/02/2019,"""17553""",""" ""","""Completed"""
"""6486064""","""1594044""","""A-000220454""",14/02/2019,"""17554""",""" ""","""Completed"""
"""6486098""","""1568639""","""A-000132127""",14/02/2019,"""""","""Deliver to cellar door for onforwarding - Kath.""","""Completed"""
"""6486277""","""1594056""","""A-000220460""",14/02/2019,"""17578""",""" ""","""Completed"""
"""6486278""","""1594056""","""A-000220460""",14/02/2019,"""17579""",""" ""","""Completed"""
"""6483930""","""1593956""","""A-000218629""",12/02/2019,"""17512""",""" ""","""Completed"""
"""6483931""","""1593956""","""A-000218629""",12/02/2019,"""17513""",""" ""","""Completed"""
"""6483391""","""1593238""","""A-000212761""",12/02/2019,"""16972 not chargedin E1""",""" ""","""Completed"""
"""6484025""","""1592917""","""A-000211534""",12/02/2019,"""1901-ELNU-S""",""" ""","""Completed"""
"""6489088""","""1594122""","""A-000220658""",18/02/2019,"""17688""",""" ""","""Completed"""
"""6484054""","""1593957""","""A-000218630""",12/02/2019,"""17514""",""" ""","""Completed"""
"""6484055""","""1593960""","""A-000218661""",12/02/2019,"""17516""",""" ""","""Completed"""
"""6487207""","""1594092""","""A-000220488""",16/02/2019,"""1902-TMXP-O""",""" ""","""Completed/Cancelled"""
"""6484106""","""1568681""","""A-000132161""",12/02/2019,"""1810-G489-S""",""" ""","""Completed"""
"""6484107""","""1587032""","""A-000176372""",12/02/2019,"""1810-PS46-S""",""" ""","""Completed"""
"""6490593""","""1593490""","""A-000214842""",19/02/2019,"""Not in E1 17194""",""" ""","""Completed"""
"""6488904""","""1594116""","""A-000220496""",18/02/2019,"""17685""",""" ""","""Completed"""
"""6490650""","""1567598""","""A-000131367""",19/02/2019,"""17250 Not in E1""",""" ""","""Completed"""
"""6487669""","""1594089""","""A-000220485""",16/02/2019,"""17628""",""" ""","""Completed"""
"""6487670""","""1594088""","""A-000220484""",16/02/2019,"""17626""",""" ""","""Completed"""
"""6487674""","""1594090""","""A-000220486""",16/02/2019,"""17633""",""" ""","""Completed"""
"""6487680""","""1594091""","""A-000220487""",16/02/2019,"""17636""",""" ""","""Completed"""
"""6485776""","""1577492""","""A-000157587""",13/02/2019,"""17522""",""" ""","""Completed"""
"""6485778""","""1594027""","""A-000220143""",13/02/2019,"""17536""",""" ""","""Completed"""
"""6485783""","""1577492""","""A-000157587""",13/02/2019,"""17521""",""" ""","""Completed"""
"""6485784""","""1580221""","""A-000172579""",13/02/2019,"""17523""",""" ""","""Completed"""
"""6491876""","""1594222""","""A-000220859""",20/02/2019,"""17715""",""" ""","""Completed"""
"""6491877""","""1594223""","""A-000220860""",20/02/2019,"""17718""",""" ""","""Completed"""
"""6491878""","""1594223""","""A-000220860""",20/02/2019,"""17719""",""" ""","""Completed"""
"""6485078""","""1593953""","""A-000218627""",13/02/2019,"""1902-AWKR-O""",""" ""","""Completed"""
"""6485088""","""1591943""","""A-000203212""",13/02/2019,"""15540 not in E1""",""" ""","""Completed"""
"""6487704""","""1594100""","""A-000220490""",17/02/2019,"""17662""",""" ""","""Completed"""
"""6487706""","""1594100""","""A-000220490""",17/02/2019,"""17663""",""" ""","""Completed"""
"""6487707""","""1594101""","""A-000220491""",17/02/2019,"""17664""",""" ""","""Completed"""
"""6487710""","""1594102""","""A-000220492""",17/02/2019,"""17667""",""" ""","""Completed"""
"""6487717""","""1594105""","""A-000220493""",17/02/2019,"""17673""",""" ""","""Completed"""
"""6485115""","""1592146""","""A-000206108""",13/02/2019,"""15659 not in E1""",""" ""","""Completed"""
"""6487024""","""1594076""","""A-000220475""",15/02/2019,"""17592""",""" ""","""Completed"""
"""6495820""","""1593591""","""A-000217001""",25/02/2019,"""Not in E1 17273""",""" ""","""Completed"""
"""6493813""","""1589330""","""A-000181602""",22/02/2019,"""""",""" ""","""Completed"""
"""6493841""","""1579000""","""A-000167092""",22/02/2019,"""Wine Club""",""" ""","""Completed"""
"""6495987""","""1594301""","""A-000221630""",25/02/2019,"""17891""",""" ""","""Completed"""
"""6495988""","""1594301""","""A-000221630""",25/02/2019,"""17892""",""" ""","""Completed"""
"""6493952""","""1594263""","""A-000221039""",22/02/2019,"""17780""",""" ""","""Completed"""
"""6494001""","""1594266""","""A-000221296""",22/02/2019,"""17783""",""" ""","""Completed"""
"""6494002""","""1594266""","""A-000221296""",22/02/2019,"""17784""",""" ""","""Completed"""
"""6494510""","""1568548""","""A-000132034""",23/02/2019,"""17797""",""" ""","""Completed"""
"""6494515""","""1578663""","""A-000164158""",23/02/2019,"""17803""",""" ""","""Completed"""
"""6494520""","""1589173""","""A-000181551""",23/02/2019,"""17808""",""" ""","""Completed"""
"""6494527""","""1589173""","""A-000181551""",23/02/2019,"""17809""",""" ""","""Completed"""
"""6494556""","""1594275""","""A-000221460""",24/02/2019,"""17845""",""" ""","""Completed"""
"""6494571""","""1594276""","""A-000221461""",24/02/2019,"""17858""",""" ""","""Completed"""
"""6494583""","""1594277""","""A-000221462""",24/02/2019,"""17863""",""" ""","""Completed"""
"""6486098""","""1568639""","""A-000132127""",22/02/2019,"""Returned""",""" ""","""Completed"""
"""6493738""","""1589330""","""A-000181602""",22/02/2019,"""1810-7MB4-S""",""" ""","""Completed"""
"""6493740""","""1579000""","""A-000167092""",22/02/2019,"""1810-H3R7-S""",""" ""","""Completed"""
"""6498567""","""1594388""","""A-000221814""",27/02/2019,"""17942""",""" ""","""Completed"""
"""6498568""","""1594388""","""A-000221814""",27/02/2019,"""17943""",""" ""","""Completed"""
"""6496935""","""1594343""","""A-000221797""",26/02/2019,"""17906""",""" ""","""Completed"""
"""6497144""","""1594350""","""A-000221800""",26/02/2019,"""17908""",""" ""","""Completed"""
"""6497146""","""1594348""","""A-000221798""",26/02/2019,"""17909""",""" ""","""Completed"""
"""6497147""","""1594351""","""A-000221802""",26/02/2019,"""17910""",""" ""","""Completed"""
"""6497148""","""1594348""","""A-000221798""",26/02/2019,"""17911""",""" ""","""Completed"""
"""6497149""","""1594348""","""A-000221798""",26/02/2019,"""17913""",""" ""","""Completed/Cancelled"""
"""6497254""","""1594356""","""A-000221804""",26/02/2019,"""17918""",""" ""","""Completed"""
"""6599328""","""1579685""","""A-000172269""",20/06/2019,"""1906-7VFG-O""",""" ""","""Completed"""
"""6599329""","""1590809""","""A-000193095""",20/06/2019,"""1906-SYKL-O""",""" ""","""Completed"""
"""6605856""","""1597693""","""A-000234131""",28/06/2019,"""21685""",""" ""","""Completed"""
"""6609346""","""1594426""","""A-000221992""",02/07/2019,"""1907-TWKP-O""",""" ""","""Completed"""
"""6609354""","""1569476""","""A-000135628""",02/07/2019,"""1907-CSJE-O""",""" ""","""Completed/Cancelled"""
"""6511394""","""1594716""","""A-000222928""",13/03/2019,"""1903-NZVY-O""",""" ""","""Completed/Cancelled"""
"""6564277""","""1579010""","""A-000167106""",11/05/2019,"""20637""",""" ""","""Completed"""
"""6564283""","""1596397""","""A-000229109""",11/05/2019,"""20643""",""" ""","""Completed"""
"""6564286""","""1596398""","""A-000229110""",11/05/2019,"""20645""",""" ""","""Completed"""
"""6564289""","""1596396""","""A-000229108""",11/05/2019,"""20640""",""" ""","""Completed"""
"""6564291""","""1596400""","""A-000229112""",11/05/2019,"""20656""",""" ""","""Completed"""
"""6564295""","""1596399""","""A-000229111""",11/05/2019,"""20650""",""" ""","""Completed"""
"""6585398""","""1595361""","""A-000226492""",04/06/2019,"""21160""",""" ""","""Completed"""
"""6585400""","""1595361""","""A-000226492""",04/06/2019,"""21161""",""" ""","""Completed"""
"""6585401""","""1595361""","""A-000226492""",04/06/2019,"""21162""",""" ""","""Completed"""
"""6585402""","""1595361""","""A-000226492""",04/06/2019,"""21163""",""" ""","""Completed"""
"""6504023""","""1594529""","""A-000222345""",12/03/2019,"""coming ex BRI""",""" ""","""Completed"""
"""6599347""","""1594814""","""A-000223152""",20/06/2019,"""1906-ZMZY-O""",""" ""","""Completed/Cancelled"""
"""6605926""","""1578498""","""A-000162094""",29/06/2019,"""1906-2DXH-O""",""" ""","""Completed"""
"""6506316""","""1594569""","""A-000222361""",07/03/2019,"""18128""",""" ""","""Completed"""
"""6506859""","""1594588""","""A-000222536""",08/03/2019,"""18154""",""" ""","""Completed"""
"""6578874""","""1596825""","""A-000230206""",28/05/2019,"""21023""",""" ""","""Completed"""
"""6578875""","""1596832""","""A-000230207""",28/05/2019,"""21025""",""" ""","""Completed"""
"""6511483""","""1594717""","""A-000222929""",13/03/2019,"""18338""",""" ""","""Completed"""
"""6500430""","""1589021""","""A-000181518""",01/03/2019,"""17979""",""" ""","""Completed"""
"""6564318""","""1596401""","""A-000229113""",12/05/2019,"""20676""",""" ""","""Completed"""
"""6564319""","""1596402""","""A-000229114""",12/05/2019,"""20677""",""" ""","""Completed"""
"""6529201""","""1595251""","""A-000225724""",02/04/2019,"""""",""" ""","""Completed"""
"""6525726""","""1595173""","""A-000225533""",29/03/2019,"""18764""",""" ""","""Completed"""
"""6599378""","""1596062""","""A-000227509""",20/06/2019,"""1906-AAPC-O""",""" ""","""Completed/Cancelled"""
"""6603103""","""1597508""","""A-000234083""",25/06/2019,"""21606""",""" ""","""Completed"""
"""6603104""","""1597597""","""A-000234103""",25/06/2019,"""21607""",""" ""","""Completed"""
"""6608008""","""1597768""","""A-000234388""",01/07/2019,"""21774""",""" ""","""Completed"""
"""6607274""","""1597723""","""A-000234147""",01/07/2019,"""21756""",""" ""","""Completed"""
"""6607277""","""1597709""","""A-000234143""",01/07/2019,"""21757""",""" ""","""Completed/Cancelled"""
"""6607278""","""1597710""","""A-000234144""",01/07/2019,"""21756""",""" ""","""Completed/Cancelled"""
"""6622874""","""1598207""","""A-000236516""",18/07/2019,"""22218""",""" ""","""Completed"""
"""6506919""","""1594589""","""A-000222537""",08/03/2019,"""18147""",""" ""","""Completed"""
"""6506920""","""1594590""","""A-000222538""",08/03/2019,"""18148""",""" ""","""Completed"""
"""6536743""","""1595514""","""A-000226725""",10/04/2019,"""19145""",""" ""","""Completed"""
"""6513181""","""1594769""","""A-000222953""",15/03/2019,"""18400""",""" ""","""Completed"""
"""6550729""","""1596049""","""A-000227506""",28/04/2019,"""1904-W4HG-O""",""" ""","""Completed/Cancelled"""
"""6513023""","""1594752""","""A-000222946""",15/03/2019,"""18386""",""" ""","""Completed"""
"""6623562""","""1598251""","""A-000236546""",19/07/2019,"""1907-4LC9-O""",""" ""","""Completed"""
"""6519294""","""1594998""","""A-000223688""",22/03/2019,"""18575""",""" ""","""Completed"""
"""6519296""","""1594999""","""A-000223850""",22/03/2019,"""18578""",""" ""","""Completed"""
"""6587569""","""1593852""","""A-000218387""",06/06/2019,"""1906-UKTN-O""",""" ""","""Completed/Cancelled"""
"""6599827""","""1597351""","""A-000233462""",21/06/2019,"""21523""",""" ""","""Completed"""
"""6605853""","""1597693""","""A-000234131""",28/06/2019,"""21670""",""" ""","""Completed"""
"""6583812""","""1596883""","""A-000230857""",03/06/2019,"""21139""",""" ""","""Completed"""
"""6530326""","""1595305""","""A-000225910""",03/04/2019,"""18935""",""" ""","""Completed"""
"""6608092""","""1597771""","""A-000234392""",01/07/2019,"""1907-48WK-O""",""" ""","""Completed"""
"""6579090""","""1596841""","""A-000230664""",28/05/2019,"""21028""",""" ""","""Completed"""
"""6628126""","""1568546""","""A-000132032""",25/07/2019,"""1907-T9H2-O""",""" ""","""Completed/Cancelled"""
"""6531567""","""1595337""","""A-000226476""",04/04/2019,"""18959""",""" ""","""Completed"""
"""6509673""","""1594529""","""A-000222345""",12/03/2019,"""1903-YL4C-O""","""Housing Ind Ass 14 Edmondstone St, South Brisbane 0433788129""","""Completed"""
"""6602173""","""1597560""","""A-000234093""",24/06/2019,"""21603""",""" ""","""Completed"""
"""6604084""","""1597637""","""A-000234115""",26/06/2019,"""21631""",""" ""","""Completed"""
"""6537561""","""1595513""","""A-000226724""",11/04/2019,"""19168""",""" ""","""Completed"""
"""6577810""","""1596811""","""A-000230200""",27/05/2019,"""21012""",""" ""","""Completed"""
"""6599928""","""1595596""","""A-000226920""",21/06/2019,"""1906-JRG4-O""",""" ""","""Completed/Cancelled"""
"""6563094""","""1596346""","""A-000228972""",09/05/2019,"""20591""",""" ""","""Completed"""
"""6609240""","""1597793""","""A-000234402""",02/07/2019,"""21786""",""" ""","""Completed"""
"""6612411""","""1597860""","""A-000235002""",05/07/2019,"""21865""",""" ""","""Completed"""
"""6612414""","""1592370""","""A-000208520""",06/07/2019,"""21868""",""" ""","""Completed"""
"""6610154""","""1597812""","""A-000234416""",03/07/2019,"""21796""",""" ""","""Completed"""
"""6612465""","""1597844""","""A-000234598""",06/07/2019,"""21888""",""" ""","""Completed/Cancelled"""
"""6612466""","""1597844""","""A-000234598""",06/07/2019,"""21889""",""" ""","""Completed/Cancelled"""
"""6612467""","""1597867""","""A-000235005""",06/07/2019,"""21869""",""" ""","""Completed"""
"""6612468""","""1597870""","""A-000235008""",06/07/2019,"""21870""",""" ""","""Completed"""
"""6612469""","""1597875""","""A-000235013""",06/07/2019,"""21876""",""" ""","""Completed"""
"""6588500""","""1591667""","""A-000201099""",09/06/2019,"""1906-GTXE-O""","""Please deliver to customer on behalf of cellar door""","""Completed"""
"""6609316""","""1593196""","""A-000212587""",02/07/2019,"""1907-USEB-O""",""" ""","""Completed"""
"""6609317""","""1588544""","""A-000179458""",02/07/2019,"""1907-VBDR-O""",""" ""","""Completed/Cancelled"""
"""6609321""","""1597795""","""A-000234403""",02/07/2019,"""21788""",""" ""","""Completed/Cancelled"""
"""6609322""","""1597796""","""A-000234405""",02/07/2019,"""21789""",""" ""","""Completed/Cancelled"""
"""6609323""","""1597795""","""A-000234403""",02/07/2019,"""21790""",""" ""","""Completed"""
"""6609329""","""1594230""","""A-000221026""",02/07/2019,"""1907-QNFB-O""",""" ""","""Completed"""
"""6609324""","""1597797""","""A-000234406""",02/07/2019,"""21791""",""" ""","""Completed"""
"""6609336""","""1597798""","""A-000234407""",02/07/2019,"""1907-W2KF-O""",""" ""","""Completed"""
"""6612428""","""1593480""","""A-000214833""",07/07/2019,"""21921""",""" ""","""Completed"""
"""6612432""","""1568658""","""A-000132146""",07/07/2019,"""21927""",""" ""","""Completed"""
"""6612435""","""1574399""","""A-000148744""",07/07/2019,"""21932""",""" ""","""Completed"""
"""6612438""","""1592370""","""A-000208520""",06/07/2019,"""21870""",""" ""","""Completed"""
"""6612470""","""1597876""","""A-000235014""",06/07/2019,"""21877""",""" ""","""Completed"""
"""6612472""","""1597872""","""A-000235010""",06/07/2019,"""21895""",""" ""","""Completed"""
"""6612473""","""1597873""","""A-000235011""",06/07/2019,"""21897""",""" ""","""Completed"""
"""6612474""","""1597877""","""A-000235015""",06/07/2019,"""21904""",""" ""","""Completed"""
"""6612475""","""1597879""","""A-000235017""",07/07/2019,"""21913""",""" ""","""Completed"""
"""6612476""","""1597879""","""A-000235017""",07/07/2019,"""21914""",""" ""","""Completed"""
"""6612477""","""1597880""","""A-000235018""",07/07/2019,"""21921""",""" ""","""Completed"""
"""6612478""","""1597881""","""A-000235019""",07/07/2019,"""21932""",""" ""","""Completed"""
"""6612479""","""1597866""","""A-000235004""",06/07/2019,"""21869""",""" ""","""Completed"""
"""6612480""","""1597868""","""A-000235006""",06/07/2019,"""21873""",""" ""","""Completed"""
"""6612481""","""1597869""","""A-000235007""",06/07/2019,"""21874""",""" ""","""Completed"""
"""6612482""","""1597874""","""A-000235012""",06/07/2019,"""21886""",""" ""","""Completed"""
"""6612483""","""1597874""","""A-000235012""",06/07/2019,"""21887""",""" ""","""Completed"""
"""6569761""","""1596546""","""A-000229543""",17/05/2019,"""20769""",""" ""","""Completed"""
"""6563327""","""1596358""","""A-000229082""",09/05/2019,"""20598""",""" ""","""Completed"""
"""6609400""","""1568630""","""A-000132119""",02/07/2019,"""1907-38KL-O""",""" ""","""Completed"""
"""6536850""","""1595520""","""A-000226730""",10/04/2019,"""19148""",""" ""","""Completed"""
"""6536851""","""1595519""","""A-000226729""",10/04/2019,"""19149""",""" ""","""Completed"""
"""6511411""","""1594715""","""A-000222927""",13/03/2019,"""18336""",""" ""","""Completed"""
"""6523898""","""1595133""","""A-000223185""",19/03/2019,"""18509""",""" ""","""Completed"""
"""6619909""","""1598157""","""A-000236129""",15/07/2019,"""22150""",""" ""","""Completed"""
"""6553449""","""1580166""","""A-000172381""",30/04/2019,"""1904-A5BS-O""",""" ""","""Completed/Cancelled"""
"""6623518""","""1598246""","""A-000236539""",19/07/2019,"""22259""",""" ""","""Completed"""
"""6623519""","""1598249""","""A-000236542""",19/07/2019,"""22260""",""" ""","""Completed"""
"""6623443""","""1598242""","""A-000236537""",19/07/2019,"""22255""",""" ""","""Completed"""
"""6566143""","""1596447""","""A-000229123""",13/05/2019,"""20715""",""" ""","""Completed"""
"""6566145""","""1568737""","""A-000132206""",13/05/2019,"""20714""",""" ""","""Completed"""
"""6605282""","""1597676""","""A-000234126""",27/06/2019,"""21652""",""" ""","""Completed"""
"""6581637""","""1596903""","""A-000230864""",31/05/2019,"""21066""",""" ""","""Completed"""
"""6564268""","""1596394""","""A-000229106""",11/05/2019,"""20628""",""" ""","""Completed"""
"""6564269""","""1596393""","""A-000229105""",11/05/2019,"""20627""",""" ""","""Completed"""
"""6564273""","""1596395""","""A-000229107""",11/05/2019,"""20632""",""" ""","""Completed"""
"""6564275""","""1579010""","""A-000167106""",11/05/2019,"""20635""",""" ""","""Completed"""
"""6564276""","""1579010""","""A-000167106""",11/05/2019,"""20636""",""" ""","""Completed"""
"""6578613""","""1596821""","""A-000230205""",28/05/2019,"""21019""",""" ""","""Completed"""
"""6605284""","""1597672""","""A-000234124""",27/06/2019,"""21657""",""" ""","""Completed"""
"""6534549""","""1595463""","""A-000226539""",08/04/2019,"""19125""",""" ""","""Completed"""
"""6562808""","""1596342""","""A-000228910""",09/05/2019,"""20583""",""" ""","""Completed"""
"""6574058""","""1595640""","""A-000226961""",22/05/2019,"""1905-RWEC-O""",""" ""","""Completed/Cancelled"""
"""6502391""","""1594463""","""A-000222172""",04/03/2019,"""18053""",""" ""","""Completed"""
"""6599529""","""1597408""","""A-000233812""",20/06/2019,"""1906-T52V-O""",""" ""","""Completed/Cancelled"""
"""6518457""","""1594975""","""A-000223676""",21/03/2019,"""18543""",""" ""","""Completed"""
"""6522550""","""1595093""","""A-000225346""",26/03/2019,"""18690""",""" ""","""Completed"""
"""6526310""","""1595181""","""A-000225539""",30/03/2019,"""18788""",""" ""","""Completed"""
"""6526311""","""1595181""","""A-000225539""",30/03/2019,"""18789""",""" ""","""Completed"""
